time,edge_id,mean_speed,occupancy,veh_count
211.0,E4D4,13.89,0.0,0
211.0,E4E3,14.389191897977707,0.013646288209606987,1
241.0,A0A1,13.89,0.0,0
241.0,A0B0,13.89,0.0,0
241.0,A1A0,13.89,0.0,0
241.0,A1A2,13.89,0.0,0
241.0,A1B1,10.985861070572371,0.013950892857142858,1
241.0,A2A1,13.89,0.0,0
241.0,A2A3,14.386886668925277,0.027901785714285716,2
241.0,A2B2,13.89,0.0,0
241.0,A3A2,13.89,0.0,0
241.0,A3A4,13.89,0.0,0
241.0,A3B3,13.89,0.0,0
241.0,A4A3,13.89,0.0,0
241.0,A4B4,12.057331632215528,0.027292576419213975,2
241.0,B0A0,13.89,0.0,0
241.0,B0B1,13.89,0.0,0
241.0,B0C0,13.89,0.0,0
241.0,B1A1,13.89,0.0,0
241.0,B1B0,13.337637498490565,0.013950892857142858,1
241.0,B1B2,12.789251822844577,0.027901785714285716,2
241.0,B1C1,13.89,0.0,0
241.0,B2A2,13.89,0.0,0
241.0,B2B1,13.420927753983579,0.027901785714285716,2
241.0,B2B3,13.89,0.0,0
241.0,B2C2,13.89,0.0,0
241.0,B3A3,13.89,0.0,0
241.0,B3B2,13.89,0.0,0
241.0,B3B4,13.89,0.0,0
241.0,B3C3,13.89,0.0,0
241.0,B4A4,13.89,0.0,0
241.0,B4B3,10.183237662095406,0.025233035952427547,2
241.0,B4C4,13.89,0.0,0
241.0,C0B0,13.587842086668976,0.013950892857142858,1
241.0,C0C1,13.89,0.0,0
241.0,C0D0,6.945,0.013950892857142858,1
241.0,C1B1,7.913082701318893,0.04743303571428571,2
241.0,C1C0,13.868853633301333,0.033482142857142856,1
241.0,C1C2,13.89,0.0,0
241.0,C1D1,10.670067231659777,0.022090026685139937,1
241.0,C2B2,13.681474629205997,0.013950892857142858,1
241.0,C2C1,11.162868557129986,0.033482142857142856,1
241.0,C2C3,13.69416708788139,0.013950892857142858,1
241.0,C2D2,13.647520972470668,0.013950892857142858,1
241.0,C3B3,13.480502331055877,0.013950892857142858,1
241.0,C3C2,13.17512958045263,0.013950892857142858,1
241.0,C3C4,13.89,0.0,0
241.0,C3D3,13.407239012686691,0.013950892857142858,1
241.0,C4B4,13.89,0.0,0
241.0,C4C3,10.766787411648778,0.027901785714285716,2
241.0,C4D4,12.857204036933393,0.013950892857142858,1
241.0,D0C0,13.89,0.0,0
241.0,D0D1,13.89,0.0,0
241.0,D0E0,13.640465652513125,0.013646288209606987,1
241.0,D1C1,14.287606134795729,0.013950892857142858,1
241.0,D1D0,13.779742909977212,0.033482142857142856,1
241.0,D1D2,13.89,0.0,0
241.0,D1E1,13.89,0.0,0
241.0,D2C2,13.89,0.0,0
241.0,D2D1,13.89,0.0,0
241.0,D2D3,13.89,0.0,0
241.0,D2E2,13.89,0.0,0
241.0,D3C3,14.807607475311404,0.013950892857142858,1
241.0,D3D2,13.89,0.0,0
241.0,D3D4,14.90543930381127,0.013950892857142858,1
241.0,D3E3,10.123594172996796,0.013950892857142858,1
241.0,D4C4,13.89,0.0,0
241.0,D4D3,13.89,0.0,0
241.0,D4E4,13.37103183518078,0.013646288209606987,1
241.0,E0D0,11.735990800891244,0.013646288209606987,1
241.0,E0E1,12.699051167743846,0.013646288209606987,1
241.0,E1D1,13.89,0.0,0
241.0,E1E0,13.89,0.0,0
241.0,E1E2,10.783526049780194,0.013950892857142858,1
241.0,E2D2,13.379335240718811,0.027901785714285716,2
241.0,E2E1,13.89,0.0,0
241.0,E2E3,13.89,0.0,0
241.0,E3D3,13.89,0.0,0
241.0,E3E2,13.89,0.0,0
241.0,E3E4,13.89,0.0,0
241.0,E4D4,10.559194929849848,0.03451455463126408,1
241.0,E4E3,13.89,0.0,0
271.0,A0A1,13.89,0.0,0
271.0,A0B0,13.89,0.0,0
271.0,A1A0,13.89,0.0,0
271.0,A1A2,13.89,0.0,0
271.0,A1B1,12.005567066072734,0.027901785714285716,2
271.0,A2A1,13.523792974190307,0.04743303571428572,2
271.0,A2A3,11.369046684890334,0.013950892857142858,1
271.0,A2B2,13.89,0.0,0
271.0,A3A2,13.89,0.0,0
271.0,A3A4,13.89,0.0,0
271.0,A3B3,13.89,0.0,0
271.0,A4A3,13.89,0.0,0
271.0,A4B4,13.89,0.0,0
271.0,B0A0,13.89,0.0,0
271.0,B0B1,13.89,0.0,0
271.0,B0C0,13.485913446095214,0.013950892857142858,1
271.0,B1A1,13.89,0.0,0
271.0,B1B0,13.89,0.0,0
271.0,B1B2,13.741560906788077,0.022493969898844193,1
271.0,B1C1,14.08545249638976,0.013950892857142858,1
271.0,B2A2,13.287460423106245,0.027901785714285716,2
271.0,B2B1,12.929077309634756,0.013950892857142858,1
271.0,B2B3,13.89,0.0,0
271.0,B2C2,13.89,0.0,0
271.0,B3A3,13.89,0.0,0
271.0,B3B2,12.676630023257282,0.0381446081066603,2
271.0,B3B4,13.89,0.0,0
271.0,B3C3,13.293676263974374,0.027901785714285716,2
271.0,B4A4,13.89,0.0,0
271.0,B4B3,10.78578848802019,0.033482142857142856,1
271.0,B4C4,13.89,0.0,0
271.0,C0B0,13.89,0.0,0
271.0,C0C1,13.89,0.0,0
271.0,C0D0,10.951281526877466,0.0018235673253356615,1
271.0,C1B1,13.28278145969525,0.013950892857142858,1
271.0,C1C0,13.929731783638728,0.013950892857142858,1
271.0,C1C2,13.89,0.0,0
271.0,C1D1,13.89,0.0,0
271.0,C2B2,13.89,0.0,0
271.0,C2C1,14.184886788407802,0.013950892857142858,1
271.0,C2C3,13.89,0.0,0
271.0,C2D2,13.89,0.0,0
271.0,C3B3,13.89,0.0,0
271.0,C3C2,13.112979100446939,0.013950892857142858,1
271.0,C3C4,13.89,0.0,0
271.0,C3D3,13.89,0.0,0
271.0,C4B4,13.89,0.0,0
271.0,C4C3,13.89,0.0,0
271.0,C4D4,11.040663836349685,0.027901785714285716,2
271.0,D0C0,10.970534979289832,0.0163455074086141,2
271.0,D0D1,13.89,0.0,0
271.0,D0E0,13.89,0.0,0
271.0,D1C1,7.925893721943721,0.033482142857142856,1
271.0,D1D0,13.89,0.005892215805671628,0
271.0,D1D2,13.89,0.0,0
271.0,D1E1,13.89,0.0,0
271.0,D2C2,13.89,0.0,0
271.0,D2D1,13.89,0.0,0
271.0,D2D3,13.89,0.0,0
271.0,D2E2,13.269328357397598,0.027901785714285716,2
271.0,D3C3,13.89,0.0,0
271.0,D3D2,13.545181892721478,0.013950892857142858,1
271.0,D3D4,13.766109116254611,0.013950892857142858,1
271.0,D3E3,13.89,0.0,0
271.0,D4C4,12.805772116536136,0.013950892857142858,1
271.0,D4D3,8.544401399042783,0.027901785714285716,2
271.0,D4E4,12.976996415834872,0.013646288209606987,1
271.0,E0D0,13.89,0.0,0
271.0,E0E1,13.89,0.0,0
271.0,E1D1,13.89,0.0,0
271.0,E1E0,12.608908893674716,0.013646288209606987,1
271.0,E1E2,13.89,0.0,0
271.0,E2D2,13.89,0.0,0
271.0,E2E1,13.341199266453188,0.027901785714285716,2
271.0,E2E3,13.89,0.0,0
271.0,E3D3,13.89,0.0,0
271.0,E3E2,13.89,0.0,0
271.0,E3E4,13.89,0.0,0
271.0,E4D4,13.89,0.0,0
271.0,E4E3,12.854151764591714,0.04639737991266375,2
301.0,A0A1,13.997120631260474,0.013646288209606987,1
301.0,A0B0,13.89,0.0,0
301.0,A1A0,13.89,0.0,0
301.0,A1A2,13.89,0.0,0
301.0,A1B1,8.356830706987157,0.0017176500934062459,1
301.0,A2A1,13.89,0.0,0
301.0,A2A3,11.204742424491874,0.027901785714285716,2
301.0,A2B2,13.89,0.0,0
301.0,A3A2,13.89,0.0,0
301.0,A3A4,13.89,0.0,0
301.0,A3B3,13.89,0.0,0
301.0,A4A3,13.89,0.0,0
301.0,A4B4,13.89,0.0,0
301.0,B0A0,13.89,0.0,0
301.0,B0B1,13.89,0.0,0
301.0,B0C0,13.89,0.0,0
301.0,B1A1,13.89,0.0,0
301.0,B1B0,13.573682966449056,0.027901785714285716,2
301.0,B1B2,13.89,0.0,0
301.0,B1C1,13.595068301106803,0.033482142857142856,1
301.0,B2A2,13.89,0.0,0
301.0,B2B1,13.89,0.03010153471385256,0
301.0,B2B3,13.89,0.0,0
301.0,B2C2,12.41038209901771,0.013950892857142858,1
301.0,B3A3,13.131951334507633,0.03616815878603773,1
301.0,B3B2,13.89,0.0,0
301.0,B3B4,13.73392051872725,0.013950892857142858,1
301.0,B3C3,13.86112061438147,0.013950892857142858,1
301.0,B4A4,13.89,0.0,0
301.0,B4B3,13.89,0.0,0
301.0,B4C4,13.89,0.0,0
301.0,C0B0,11.952483295858837,0.033482142857142856,1
301.0,C0C1,13.89,0.0,0
301.0,C0D0,14.368582328513337,0.013950892857142858,1
301.0,C1B1,10.057084366730415,0.013950892857142858,1
301.0,C1C0,12.909810076817196,0.04743303571428571,2
301.0,C1C2,12.999072491977005,0.027901785714285716,2
301.0,C1D1,6.945,0.013950892857142858,1
301.0,C2B2,13.89,0.0,0
301.0,C2C1,10.168586475137337,0.013950892857142858,1
301.0,C2C3,13.89,0.0,0
301.0,C2D2,13.89,0.0,0
301.0,C3B3,13.89,0.0,0
301.0,C3C2,13.89,0.0,0
301.0,C3C4,13.89,0.0,0
301.0,C3D3,13.89,0.0,0
301.0,C4B4,13.89,0.0,0
301.0,C4C3,13.89,0.0,0
301.0,C4D4,13.89,0.0,0
301.0,D0C0,13.89,0.0,0
301.0,D0D1,11.14329847764337,0.04743303571428571,2
301.0,D0E0,13.89,0.0,0
301.0,D1C1,10.945193337162134,0.013950892857142858,1
301.0,D1D0,13.78655367095725,0.013950892857142858,1
301.0,D1D2,13.569589243585199,0.013950892857142858,1
301.0,D1E1,13.89,0.0,0
301.0,D2C2,13.89,0.0,0
301.0,D2D1,12.694221964659658,0.013950892857142858,1
301.0,D2D3,13.89,0.0,0
301.0,D2E2,12.980509209509474,0.013950892857142858,1
301.0,D3C3,13.89,0.0,0
301.0,D3D2,13.89,0.007205262330437818,0
301.0,D3D4,13.677662755780817,0.013950892857142858,1
301.0,D3E3,13.89,0.0,0
301.0,D4C4,13.89,0.0,0
301.0,D4D3,13.89,0.0,0
301.0,D4E4,13.9934059992272,0.013646288209606987,1
301.0,E0D0,13.397849752393757,0.013646288209606987,1
301.0,E0E1,13.89,0.0,0
301.0,E1D1,6.9450611880753215,0.013950892857142858,1
301.0,E1E0,13.89,0.0,0
301.0,E1E2,13.89,0.0,0
301.0,E2D2,6.945,0.013950892857142858,1
301.0,E2E1,13.89,0.0,0
301.0,E2E3,10.477183991977945,0.033482142857142856,1
301.0,E3D3,13.89,0.0,0
301.0,E3E2,14.207564861445205,0.013950892857142858,1
301.0,E3E4,13.89,0.0,0
301.0,E4D4,13.664063114724616,0.013646288209606987,1
301.0,E4E3,6.641600770076122,0.022884628217774053,2
331.0,A0A1,13.89,0.0,0
331.0,A0B0,12.680900158528239,0.013646288209606987,1
331.0,A1A0,13.89,0.0,0
331.0,A1A2,13.89,0.0,0
331.0,A1B1,13.89,0.0,0
331.0,A2A1,13.89,0.0,0
331.0,A2A3,13.89,0.0,0
331.0,A2B2,14.071768650396404,0.013950892857142858,1
331.0,A3A2,13.89,0.0,0
331.0,A3A4,13.89,0.0,0
331.0,A3B3,9.90942175534561,0.041852678571428575,3
331.0,A4A3,13.89,0.0,0
331.0,A4B4,13.471362650968357,0.04639737991266376,2
331.0,B0A0,13.785081482967362,0.03275109170305677,1
331.0,B0B1,13.89,0.0,0
331.0,B0C0,13.89,0.0,0
331.0,B1A1,13.89,0.0,0
331.0,B1B0,13.89,0.0,0
331.0,B1B2,13.821951623596252,0.033482142857142856,1
331.0,B1C1,13.89,0.010975254308909539,0
331.0,B2A2,13.89,0.0,0
331.0,B2B1,13.89,0.0,0
331.0,B2B3,13.801474295938387,0.033482142857142856,1
331.0,B2C2,13.89,0.0,0
331.0,B3A3,13.89,0.0,0
331.0,B3B2,13.89,0.0,0
331.0,B3B4,11.208794859230984,0.013950892857142858,1
331.0,B3C3,14.629864194592114,0.013950892857142858,1
331.0,B4A4,13.89,0.0,0
331.0,B4B3,13.89,0.0,0
331.0,B4C4,13.89,0.0,0
331.0,C0B0,12.663362889288623,0.027901785714285716,2
331.0,C0C1,14.876474049444422,0.013950892857142858,1
331.0,C0D0,13.89,0.0,0
331.0,C1B1,8.099269499893861,0.027901785714285716,2
331.0,C1C0,13.89,0.0,0
331.0,C1C2,11.251523524434305,0.033482142857142856,1
331.0,C1D1,13.89,0.0,0
331.0,C2B2,12.062009384579547,0.013950892857142858,1
331.0,C2C1,13.89,0.0,0
331.0,C2C3,13.89,0.0,0
331.0,C2D2,13.517205810630848,0.027901785714285716,2
331.0,C3B3,13.89,0.0,0
331.0,C3C2,13.89,0.0,0
331.0,C3C4,13.199857382332162,0.013950892857142858,1
331.0,C3D3,13.89,0.0,0
331.0,C4B4,14.062142886104272,0.013950892857142858,1
331.0,C4C3,13.89,0.0,0
331.0,C4D4,13.89,0.0,0
331.0,D0C0,13.593143856944774,0.013950892857142858,1
331.0,D0D1,13.89,0.0,0
331.0,D0E0,13.89,0.0,0
331.0,D1C1,13.89,0.0,0
331.0,D1D0,13.89,0.0,0
331.0,D1D2,13.89,0.0,0
331.0,D1E1,13.89,0.0,0
331.0,D2C2,11.768588725176938,0.041852678571428575,3
331.0,D2D1,10.21691008397017,0.0054164999055667015,1
331.0,D2D3,13.671271567661316,0.033482142857142856,1
331.0,D2E2,13.89,0.0,0
331.0,D3C3,9.652668186240923,0.013950892857142858,1
331.0,D3D2,13.89,0.0,0
331.0,D3D4,11.538316910277596,0.013950892857142858,1
331.0,D3E3,13.89,0.0055190545523770805,0
331.0,D4C4,9.937482270417046,0.027901785714285716,2
331.0,D4D3,13.89,0.0,0
331.0,D4E4,13.89,0.0,0
331.0,E0D0,13.89,0.0,0
331.0,E0E1,13.697494104239189,0.013646288209606987,1
331.0,E1D1,11.823544430946932,0.033482142857142856,1
331.0,E1E0,13.89,0.0,0
331.0,E1E2,13.89,0.0,0
331.0,E2D2,13.89,0.0,0
331.0,E2E1,10.427714680309446,0.013950892857142858,1
331.0,E2E3,13.89,0.0,0
331.0,E3D3,13.89,0.0,0
331.0,E3E2,10.80275813857368,0.016718668661908617,2
331.0,E3E4,13.866807527206017,0.013646288209606987,1
331.0,E4D4,13.89,0.0,0
331.0,E4E3,14.607533452667587,0.013646288209606987,1
361.0,A0A1,13.159096481337418,0.013646288209606987,1
361.0,A0B0,11.968973142090299,0.013646288209606987,1
361.0,A1A0,13.89,0.0,0
361.0,A1A2,13.89,0.0,0
361.0,A1B1,13.89,0.0,0
361.0,A2A1,13.89,0.0,0
361.0,A2A3,13.89,0.0,0
361.0,A2B2,13.89,0.0,0
361.0,A3A2,8.814974268961233,0.013950892857142858,1
361.0,A3A4,13.89,0.0,0
361.0,A3B3,13.89,0.0,0
361.0,A4A3,13.89,0.0,0
361.0,A4B4,13.89,0.0,0
361.0,B0A0,13.89,0.0,0
361.0,B0B1,12.122651575767268,0.013950892857142858,1
361.0,B0C0,13.89,0.0,0
361.0,B1A1,13.175588829664044,0.013950892857142858,1
361.0,B1B0,13.89,0.0,0
361.0,B1B2,14.434982691821247,0.013950892857142858,1
361.0,B1C1,13.89,0.0,0
361.0,B2A2,13.934853343843681,0.013950892857142858,1
361.0,B2B1,13.704416344059121,0.013950892857142858,1
361.0,B2B3,13.89,0.0,0
361.0,B2C2,13.89,0.0,0
361.0,B3A3,13.89,0.0,0
361.0,B3B2,13.89,0.0,0
361.0,B3B4,9.283523933941305,0.013950892857142858,1
361.0,B3C3,10.00800239065404,0.027901785714285716,2
361.0,B4A4,13.89,0.0,0
361.0,B4B3,13.89,0.0,0
361.0,B4C4,13.737585583571345,0.033482142857142856,1
361.0,C0B0,13.89,0.0,0
361.0,C0C1,13.89,0.0,0
361.0,C0D0,13.777570863364952,0.013950892857142858,1
361.0,C1B1,13.89,0.0,0
361.0,C1C0,13.89,0.0,0
361.0,C1C2,13.89,0.0,0
361.0,C1D1,13.89,0.0,0
361.0,C2B2,13.89,0.0,0
361.0,C2C1,13.89,0.0,0
361.0,C2C3,13.8500321902195,0.04313616071428574,1
361.0,C2D2,13.89,0.0,0
361.0,C3B3,13.89,0.0,0
361.0,C3C2,13.89,0.0,0
361.0,C3C4,13.89,0.0,0
361.0,C3D3,13.823802703299371,0.013950892857142858,1
361.0,C4B4,13.612126727784053,0.033482142857142856,1
361.0,C4C3,13.89,0.0,0
361.0,C4D4,13.498353932861386,0.027901785714285716,2
361.0,D0C0,13.89,0.0,0
361.0,D0D1,13.89,0.0,0
361.0,D0E0,13.715651714628466,0.013646288209606987,1
361.0,D1C1,13.89,0.0,0
361.0,D1D0,12.681485525587032,0.027901785714285716,2
361.0,D1D2,13.89,0.0,0
361.0,D1E1,9.544385288852382,0.033482142857142856,1
361.0,D2C2,13.89,0.0,0
361.0,D2D1,13.89,0.0,0
361.0,D2D3,6.945,0.013950892857142858,1
361.0,D2E2,13.89,0.0,0
361.0,D3C3,13.89,0.0,0
361.0,D3D2,13.89,0.0,0
361.0,D3D4,14.544829493163444,0.013950892857142858,1
361.0,D3E3,10.023723604860114,0.042755953443163824,1
361.0,D4C4,14.279706225073415,0.013950892857142858,1
361.0,D4D3,13.89,0.0,0
361.0,D4E4,14.506568231699298,0.013646288209606987,1
361.0,E0D0,13.89,0.0,0
361.0,E0E1,13.89,0.0,0
361.0,E1D1,13.89,0.0,0
361.0,E1E0,13.89,0.0,0
361.0,E1E2,13.89,0.0,0
361.0,E2D2,13.759718627278705,0.013950892857142858,1
361.0,E2E1,13.89,0.031198191564373236,0
361.0,E2E3,13.019515628887177,0.013950892857142858,1
361.0,E3D3,10.464261879357508,0.033482142857142856,1
361.0,E3E2,13.89,0.0,0
361.0,E3E4,10.844861147980497,0.040938864628820966,3
361.0,E4D4,13.286662217050814,0.013646288209606987,1
361.0,E4E3,13.692147190055096,0.013646288209606987,1
391.0,A0A1,13.89,0.0,0
391.0,A0B0,13.89,0.0,0
391.0,A1A0,13.89,0.0,0
391.0,A1A2,14.38992756915069,0.013950892857142858,1
391.0,A1B1,13.89,0.0,0
391.0,A2A1,13.89,0.0,0
391.0,A2A3,13.337043729005378,0.013950892857142858,1
391.0,A2B2,8.157018439831715,0.033606163250707595,3
391.0,A3A2,13.89,0.0,0
391.0,A3A4,13.89,0.0,0
391.0,A3B3,11.333378977705724,0.013950892857142858,1
391.0,A4A3,13.89,0.0,0
391.0,A4B4,13.89,0.0,0
391.0,B0A0,13.89,0.0,0
391.0,B0B1,13.89,0.0,0
391.0,B0C0,13.89,0.0,0
391.0,B1A1,13.89,0.0,0
391.0,B1B0,13.89,0.0,0
391.0,B1B2,13.89,0.0,0
391.0,B1C1,13.89,0.0,0
391.0,B2A2,13.89,0.014747631392149551,0
391.0,B2B1,13.89,0.0,0
391.0,B2B3,13.89,0.0,0
391.0,B2C2,13.89,0.0,0
391.0,B3A3,13.212956133152083,0.013950892857142858,1
391.0,B3B2,12.935893605785584,0.04743303571428571,2
391.0,B3B4,13.89,0.0,0
391.0,B3C3,13.89,0.0,0
391.0,B4A4,14.407213182136868,0.013646288209606987,1
391.0,B4B3,12.990975652603428,0.013950892857142858,1
391.0,B4C4,13.89,0.0,0
391.0,C0B0,13.89,0.0,0
391.0,C0C1,13.091942171023693,0.013950892857142858,1
391.0,C0D0,13.89,0.0,0
391.0,C1B1,13.113243728789794,0.013950892857142858,1
391.0,C1C0,13.89,0.0,0
391.0,C1C2,13.89,0.0,0
391.0,C1D1,13.89,0.0,0
391.0,C2B2,13.89,0.0,0
391.0,C2C1,13.89,0.0,0
391.0,C2C3,13.89,0.0,0
391.0,C2D2,11.778159524512322,0.013950892857142858,1
391.0,C3B3,12.038028786707688,0.033482142857142856,1
391.0,C3C2,13.89,0.0,0
391.0,C3C4,13.89,0.0,0
391.0,C3D3,14.008258537198559,0.013950892857142858,1
391.0,C4B4,14.094535917483391,0.013950892857142858,1
391.0,C4C3,13.569706444438104,0.013950892857142858,1
391.0,C4D4,13.89,0.0,0
391.0,D0C0,13.89,0.0,0
391.0,D0D1,13.89,0.0,0
391.0,D0E0,13.89,0.0,0
391.0,D1C1,13.89,0.0,0
391.0,D1D0,14.258240999507569,0.013950892857142858,1
391.0,D1D2,13.84958060896605,0.013950892857142858,1
391.0,D1E1,13.89,0.0,0
391.0,D2C2,13.89,0.0,0
391.0,D2D1,14.137655602091678,0.013950892857142858,1
391.0,D2D3,13.89,0.0,0
391.0,D2E2,13.89,0.0012081094758249955,0
391.0,D3C3,12.165113491876081,0.04743303571428571,2
391.0,D3D2,14.232476050700733,0.013950892857142858,1
391.0,D3D4,6.945,0.013950892857142858,1
391.0,D3E3,13.548467572749868,0.013950892857142858,1
391.0,D4C4,12.611359257396426,0.013950892857142858,1
391.0,D4D3,12.796971331834198,0.013950892857142858,1
391.0,D4E4,11.796232491296982,0.027292576419213975,2
391.0,E0D0,13.80864086247515,0.03275109170305677,1
391.0,E0E1,14.598195362672978,0.013646288209606987,1
391.0,E1D1,13.89,0.0,0
391.0,E1E0,13.440759963275768,0.013646288209606987,1
391.0,E1E2,13.89,0.0,0
391.0,E2D2,6.945,0.013950892857142858,1
391.0,E2E1,13.932546416962271,0.013950892857142858,1
391.0,E2E3,13.596062987842597,0.033482142857142856,1
391.0,E3D3,8.86178293660516,0.013950892857142858,1
391.0,E3E2,14.279901715406561,0.027901785714285716,2
391.0,E3E4,13.89,0.0,0
391.0,E4D4,13.157925078650788,0.013646288209606987,1
391.0,E4E3,12.476376236359506,0.027292576419213975,2
421.0,A0A1,13.89,0.0,0
421.0,A0B0,13.89,0.0,0
421.0,A1A0,13.89,0.0,0
421.0,A1A2,13.70193254669197,0.033482142857142856,1
421.0,A1B1,13.89,0.0,0
421.0,A2A1,13.89,0.0,0
421.0,A2A3,14.62332079499221,0.013950892857142858,1
421.0,A2B2,13.89,0.0,0
421.0,A3A2,13.89,0.0,0
421.0,A3A4,13.89,0.0,0
421.0,A3B3,13.445990873026503,0.013950892857142858,1
421.0,A4A3,13.89,0.0,0
421.0,A4B4,13.89,0.0,0
421.0,B0A0,13.89,0.0,0
421.0,B0B1,13.89,0.0,0
421.0,B0C0,9.602185717415995,0.033482142857142856,1
421.0,B1A1,13.89,0.0,0
421.0,B1B0,13.89,0.0,0
421.0,B1B2,12.61748018501737,0.027901785714285716,2
421.0,B1C1,9.702494922120728,0.027901785714285716,2
421.0,B2A2,12.891886513147966,0.013950892857142858,1
421.0,B2B1,14.158586418414576,0.013950892857142858,1
421.0,B2B3,13.89,0.0,0
421.0,B2C2,14.459119622190714,0.04743303571428571,2
421.0,B3A3,13.89,0.0,0
421.0,B3B2,14.048915404223234,0.013950892857142858,1
421.0,B3B4,12.221315764011091,0.013950892857142858,1
421.0,B3C3,13.89,0.0,0
421.0,B4A4,13.89,0.0,0
421.0,B4B3,13.89,0.0,0
421.0,B4C4,13.89,0.0,0
421.0,C0B0,11.414230212428338,0.027901785714285716,2
421.0,C0C1,13.89,0.0,0
421.0,C0D0,6.945,0.013950892857142858,1
421.0,C1B1,13.89,0.0,0
421.0,C1C0,13.89,0.0,0
421.0,C1C2,14.03008138731703,0.013950892857142858,1
421.0,C1D1,6.783836699005388,0.014914700729742408,2
421.0,C2B2,13.89,0.0,0
421.0,C2C1,13.908001956354202,0.013950892857142858,1
421.0,C2C3,13.89,0.0,0
421.0,C2D2,13.89,0.0,0
421.0,C3B3,13.863952097282745,0.033482142857142856,1
421.0,C3C2,13.011409190256265,0.00019989764024391392,1
421.0,C3C4,13.89,0.0,0
421.0,C3D3,13.89,0.0,0
421.0,C4B4,13.404165965268527,0.027901785714285716,2
421.0,C4C3,13.89,0.0,0
421.0,C4D4,13.89,0.0,0
421.0,D0C0,13.360783080827813,0.013950892857142858,1
421.0,D0D1,13.540306621939235,0.013950892857142858,1
421.0,D0E0,13.89,0.0,0
421.0,D1C1,14.471906163662878,0.013950892857142858,1
421.0,D1D0,14.445468891713205,0.013950892857142858,1
421.0,D1D2,13.89,0.0,0
421.0,D1E1,13.89,0.0,0
421.0,D2C2,12.802172746352722,0.013950892857142858,1
421.0,D2D1,13.623192788499267,0.027901785714285716,2
421.0,D2D3,13.89,0.0,0
421.0,D2E2,13.89,0.0,0
421.0,D3C3,13.89,0.0,0
421.0,D3D2,13.271233684650646,0.027901785714285716,2
421.0,D3D4,13.89,0.0,0
421.0,D3E3,11.404973799336918,0.022587081343429717,1
421.0,D4C4,13.89,0.0,0
421.0,D4D3,13.039829092955426,0.013950892857142858,1
421.0,D4E4,13.89,0.0,0
421.0,E0D0,8.719804969597607,0.013646288209606987,1
421.0,E0E1,13.607903485861605,0.03275109170305677,1
421.0,E1D1,13.89,0.0,0
421.0,E1E0,14.280957002112565,0.027292576419213975,2
421.0,E1E2,13.89,0.0,0
421.0,E2D2,13.89,0.0,0
421.0,E2E1,12.98263185502764,0.013950892857142858,1
421.0,E2E3,8.910019209202808,0.013950892857142858,1
421.0,E3D3,13.89,0.0,0
421.0,E3E2,14.417744167010085,0.027901785714285716,2
421.0,E3E4,13.89,0.0,0
421.0,E4D4,12.852915742248296,0.03275109170305677,1
421.0,E4E3,13.89,0.0,0
451.0,A0A1,13.89,0.0,0
451.0,A0B0,13.89,0.0,0
451.0,A1A0,13.89,0.0,0
451.0,A1A2,13.89,0.0,0
451.0,A1B1,13.89,0.0,0
451.0,A2A1,13.89,0.0,0
451.0,A2A3,13.89,0.0,0
451.0,A2B2,6.948880972942442,0.033482142857142856,1
451.0,A3A2,13.89,0.0,0
451.0,A3A4,12.097064768336711,0.03275109170305677,1
451.0,A3B3,13.89,0.0,0
451.0,A4A3,13.89,0.0,0
451.0,A4B4,13.89,0.0,0
451.0,B0A0,13.89,0.0,0
451.0,B0B1,13.289894992939551,0.013950892857142858,1
451.0,B0C0,11.604972351465122,0.004026232105497451,1
451.0,B1A1,13.89,0.0,0
451.0,B1B0,8.700698800038285,0.0040832882118225725,1
451.0,B1B2,14.597892355677413,0.013950892857142858,1
451.0,B1C1,12.572230161046566,0.013950892857142858,1
451.0,B2A2,13.89,0.0,0
451.0,B2B1,13.89,0.0,0
451.0,B2B3,14.524189032967975,0.013950892857142858,1
451.0,B2C2,13.89,0.0,0
451.0,B3A3,13.89,0.0,0
451.0,B3B2,13.489706711499803,0.013950892857142858,1
451.0,B3B4,13.542997835351699,0.013950892857142858,1
451.0,B3C3,11.80997509140754,0.013950892857142858,1
451.0,B4A4,13.89,0.0,0
451.0,B4B3,13.89,0.0,0
451.0,B4C4,13.89,0.0,0
451.0,C0B0,13.80551445345646,0.061383928571428575,3
451.0,C0C1,13.89,0.0,0
451.0,C0D0,14.036900589938243,0.013950892857142858,1
451.0,C1B1,13.738370590692588,0.013950892857142858,1
451.0,C1C0,14.004343727766628,0.013950892857142858,1
451.0,C1C2,13.600493859726583,0.0205436263968356,1
451.0,C1D1,12.763534201654744,0.013950892857142858,1
451.0,C2B2,12.927761916461051,0.013950892857142858,1
451.0,C2C1,13.89,0.0,0
451.0,C2C3,13.89,0.0,0
451.0,C2D2,11.409764195507998,0.04743303571428572,2
451.0,C3B3,14.015610943686903,0.013950892857142858,1
451.0,C3C2,13.338678169570883,0.027901785714285716,2
451.0,C3C4,13.89,0.0,0
451.0,C3D3,9.552448843202182,0.013950892857142858,1
451.0,C4B4,13.89,0.0,0
451.0,C4C3,12.782812961406094,0.013950892857142858,1
451.0,C4D4,13.340830308248337,0.013950892857142858,1
451.0,D0C0,13.2965840226205,0.013950892857142858,1
451.0,D0D1,13.923346256569829,0.013950892857142858,1
451.0,D0E0,13.89,0.0,0
451.0,D1C1,13.89,0.0,0
451.0,D1D0,8.976641265851558,0.027901785714285716,2
